18:11:30,mango,Unknown
18:16:01,"python -u ""c:\Users\satya\OneDrive\Documents\Desktop\Day-1\Team-03\Satyam.py""",Unknown
18:16:07,banana,Biodegradable
18:18:36,git status,Unknown
18:18:52,clear,Unknown
18:18:54,,Unknown
18:19:12,,Unknown
18:19:13,,Unknown
18:19:13,,Unknown
